date,file,distance,elev,leadtime,spott,spotrh,spotwmax,spotrherr,obt,obrh,obwmax,ndfdt,ndfdrh,ndfdrherr,ndfdwmax,ndfdspotrh,rtmat,rtmarh,rtmawmax,rtmarherr,lat,lon,stnused
1604031526,FWS.ILX.20160403.SOUTH.01.20160403.152655.3469003554,12,-5,12,19.4444444444,37,13.4112,3.52,21.1,33.48,12.861111,,,,,,20.9963623047,34.9824643149,9.88537,2.01753568511,39.82324,-89.01479,KDEC,0
